content,sentiment
"pedi comida pq não comi nada hoje e não tem nada pra comer em casa, o entregador do ifood era muito muito humilde veio de chinelo e tudo :( dei minha comida pra ele e agora tô com fome e tô pedindo outra coisa hahaha",1
"Atrasei o almoço hoje e acabei de fazer o que seria lanche da tarde às 20h, ainda falto o jantar. 🤡
É nessas horas que a facilidade do ifood fica que nem aquele demoniozinho na sua orelha dizendo pra pedir alguma coisa",2
Será que entrega eutanásia pelo ifood,1
tô há 4 dias sem beber eu poderia considerar uma vitória e continuar mas acabei de pedir 3 garrafa de vinho pelo ifood,2
"@mmgabss Eu SEI q a pessoa tem boa intenção mas poxa eu fico chateada de nao entenderem ou nem respeitarem q eu nao gosto. Vou te amar muito mais se vc me mandar uma pizza pelo ifood e depois ignorar q eu existo, eu juro",1
"Chegou o meu lanche...
Que eu comprei pelo cartão ifood...
Que eu postei horas atrás que não usaria esse mês...
Sim... Agora eu estou comendo todo feliz, dançando e tal
Amanhã, eu acordo deprê por ter usado o cartão e por ter cagado a alimentação 
Boa noite !",1
@0C0RV0 Índio que é motoboy e trabalha no ifood 😂,1
O melhor é eu e a @ceci_baldacin_ caindo no golpe do ifood,1
@iFood cancelaram meu pedido e ainda não recebi o reembolso,0
"@lelouch_sincero @nemDnemEsouC So fez pra ifood que trata ""muito bem"" motoboy",1
Todo dia essa luta sobre o que pedir no iFood,0
@pfvrisabelam @f_prosdocimi Ele já tava com o ifood aberto😌 tá tentando tirar seu crédito Felipe,1
Pedi sopa pelo ifood a que ponto cheguei,1
MEU IFOOD TA ATRASADO TEM 1HORA,0
ativando meu sistema de recompensa mental com ifood pq eu não vou apanhar pra química de graça,1
Toca nada ifood tá de mancada,0
pedi ifood fica ligado https://t.co/6xo6hNYuHu,1
@Jaumnn_ detalhe acabei de gastar ele na promoção do ifood,1
nossa se eu fosse rica eu ia toda noite viver de ifood,2
consegui um cupom de $24 grátis no ifood nunca fui triste 🤩,2
nunca mais peço ifood me deu uma dó do cara vir entregar o trem embaixo de chuva,0
"eu te amo ifood de 0,99 eu te amo",2
"me pega muito também

ele tinha uma bainha?
pq ele carregava uma katana?
ele fazia ifood e ia com a katana?

como não pararam ele por porte de arma branca",1
Eu AMO a gente conseguir pedir remédio pelo ifood.,2
@Fe_psique Vou mandar via Ifood,0
"@Amandinhaah1 Simmm, só queria um combo de lá pelo iFood",0
IFood é a 8° maravilha do mundo e eu posso provar https://t.co/IP0q5yAPZF,2
"essa atualmente é das coisas que mais detesto no iFood, praticamente um anti-UX te induzindo a clicar rapidamente em algo que MUITO provavelmente não é sua opção corriqueira ou que se aplica a alguém que usa um serviço de DELIVERY https://t.co/o7rUH7AcXY",0
"@gianeaalves Zero condições! E detalhe, nem os cupons do ifood compensam comprar mais, não sei o que sentir",0
@iFood Estou tendo problemas com pagamento e necessito contatar o suporte do @iFood mas não consigo pelo App nem encontro um número de telefone que funcione para ligar. Não tem como entrar em contato com o suporte do @iFood ?,0
"todas as minhas três panelas estão sujas, vou ter que pedir ifood",1
o ifood me venceu de novo,2
"Sabado eu fiz um pedido no mc pelo @iFood de 2 lanches e mandaram 1 desses 2 errados. Fui reclamar pq era um lanche caro e mandaram um dos mais baratos horriveis. Pediram 72 horas pra ver com o financeiro, finalizaram o atendimento sem ver nd e sem devolver o meu dinheiro. Legal!",0
"Peguei um pastel por 0,99 no iFood",2
"@marcos_jw77 Marcos sinto muito por isso, essa não é a experiência que queremos te oferecer.
Não se preocupe vou te auxiliar, vamos lá na DM?",1
@amandinhaaxz @laissaaaaaaaa estarei mandando um ifood,1
"@Lutti70473506 Lutti, peço desculpas essa não é a experiencia que gostaríamos de oferecer. Me conta melhor o que houve na DM que irei lhe auxiliar!",1
esse ifood é podre ja faz meses que tem um bug nojento e nao corrigem,0
"Nunca consigo pedir nada pelo Ifood, que ódiooo",0
"@artfntz Sinto muito por isso Arthur, te chamei na DM para lhe auxiliar!",1
@arrombajunio Ifood é pago po,1
Impressão minha ou os restaurantes/lanchonetes estão cada vez mais displicentes no cumprimento dos horários de entrega dos pedidos via IFood?,1
"gratidão ifood pelo lanche a 4,99 SIMPLESMENTE SALVOU MEU DIA",2
A tristeza do ser humano que não acha calda de sorvete pra vender no ifood mas descobre que o jhonny joy e o milky moo estão entregando na sua casa,1
alguém faz o meu pedido do ifood por mim mds não aguento mais não saber o que comer,1
@Croma_russelyan @shitpostverdade @Alchemi07043289 ja chama no ifood,1
"VEJA ESSE POST ANTES DE ABRIR O IFOOD

https://t.co/ardFejbMKa…
 
#BBB23 #RedeBBB #RBD #CasamentoAsCegas #TerraEPaixão #Beyonce #Body #ViniJr #MarthaStewart #Dieta #TStheErasTour   #IFood #MetGala  #TinaTurner #TaylorSwift  #GustavoBenedetti #KeyAlves #GusKey #AGrandeConquista",1
"Type: SELL
Amount: 50-300
Currency: BRL 🇧🇷
Payment method: iFood Strike Amazon GiftCard Uber 
Premium: 8.0%
Price: 151,900
LINK: https://t.co/g7Tf6AcchD
LINK (TOR): https://t.co/nkQLeusao6",1
@vxlxcsz pedindo um lanchao no ifood😁,2
"@SarahCPMacedo Sarah sinto muito por isso, vamos conversar na DM que irei lhe ajudar!",1
"@oemputecido Já pedi remédio na farmácia pelo ifood, paguei 10 reais de entrega e a farmácia é literalmente na esquina da minha casa, menos de 200m kkkkkk",2
@xttuai manda um pix ou ifood ai,1
"eu tô literalmente há 32 minutos no Ifood só olhando pras comidas aí coloco no carrinho aí olho de novo e penso ah não quero comer isso tô enjoada e limpo o carrinho aí vou pra outro restaurante e faço a mesma coisa
Deus pq me testas 🥲",1
"Eu querendo tomar meu banho e o cara do ifood não chega, aaaaa",0
tô doentinho alguém me manda um ifood,2
hj o barraco eh no cinema já q eles falam q o bag do ifood n funciona aqui,1
"Pedi no iFood dois pão de alho recheado mas não aguentei comer nem um inteiro, é aquela famosa frase “o zoio é maior que a barriga”",2
"consiste em entregar ifood de bike e ter um canal de ""moto vlog"" com a renda do ifood vou melhorando a bike e ajudando em casa ate o yt monetizar e eu ficar famoso e ir evoluindo os equipamentos do canal e ser chamado de Youtuber do ifood",1
"AAAAHH acabei de pedir meu hambúrguer favorito pelo ifood por 5 REAIS🥹🥹
QUE FELICIDADE",2
@xjuliaaaaa amiga eu tô assim pensando no Mc 😭 mas me vetaram de pedir ifood aqui em casa,1
absurdo os cara só queriam presentear ela com um ifood pqp,1
o que eu não faria por um mc hoje 😭 que saco fui vetada de pedir ifood,1
"Já tem mais de 2 semanas que não consigo pedir nada no @iFood pq colocaram uma autenticação da Ticket e da erro quando coloco as informações de login, sendo que estão corretas. Pelo amor de Deus, ajuda aí iFood!",0
"Não bastasse ter somente pizza e hambúrguer no ifood na Serra, agora TODOS OS HAMBÚRGUERS ESTÃO IDÊNTICOS.",1
"Passei da ponte
Piei em Saqua vim de Hollywood
Trouxe buchanan's e lança perfume
Mulher nós manda vir pique do ifood
Piscinada #deumatch",1
@JoaquinTeixeira Por isso que meu lanche do iFood atrasou 😡,0
@vnreixx Vinicius sinto muito pelo ocorrido com seu pedido. Poderia me conta melhor o que houve na DM para que eu possa lhe auxiliar!,1
@azeite__olivia Tenta procurar no doctoralia (ifood de médico),1
@d4rthveiga @CorujaCarvalho Certeza que não é o entregador do ifood nem o cara que trabalha em obra.,1
eu tô com absurda vontade de  comer fofura de churrasco 🫠🫠 será q no ifood tem ? 🫣,1
Eu entregando pedido do ifood e fechando evento emo,1
"@folha Indígenas que pedem iFood kkkkk
Vai caçar rapaz kkk",1
@gianeaalves Provavelmente viu. Eles estão no Ifood,1
adoooro qndo tem promoção no ifood comprei um dogão por 5 reais,2
@pedrhill IFOOD AMIGO 😭😭😭😭,1
meu deus eu imploro alguém me manda algo do Ifood antes que eu me jogue da janela do quinto andar nada fácil de entender,1
"@cinthiaairesm Nossa, abro o Ifood e sinto vontade de chorar.",0
@OMarcelleza Não vamos fazer uma rinha de pança para não traumatizar a TL. Aqui também tá foda... O histórico do Ifood não me deixa mentir,1
me tornei a pessoa que só faz mercado pelo ifood 🫶🏻 https://t.co/qQZZU6AzSq,2
IFood toca nada 🤯,1
Estão vendendo câncer no Ifood,1
"@iFood tem o pior suporte do planeta, não é possível que uma empresa gigante tenha um suporte tão ruim. Me ajude @iFood",0
e 500 reais no ifood tem não?,1
"Cadê a promoção do Ifood de 1 real?😭😭😭😭😭😭😭😭😭😭😭😭😭
quero comer cachorro quente",0
"pingou na minha conta e eu bem faceira abrindo meu Ifood pra me permitir um sushizinho, até uma alma abençoada me perguntar se eu tinha comprado meu gás kkkkkkkkkkkkkkkk eu não tinha comprado 🤡 fechando o Ifood.",1
"@McDonalds_BR Perdi meu tempo baixando o App pra quando terminar o pedido, descobrir que a loja não entrega, é apenas para retirada, sendo que há a opção “entrega”. Mas as mesmas lojas entregam via IFood. Palhaçada!",1
"Maneiro , legal , é nova moda agr de vagabundo ser palhação manda ifood pra mulher né 😏🔫",1
"@naivitorino9 Quando não é Uber, é iFood 
Tô lascada
Mas esse mês, eu não sei em que momento perdi o controle desta forma 🤡🤡🤡",1
"Que ansiedadeeeeee 🤯
Tpm mais ansiedade pré prova… mereço um docinho do iFood",1
"O Ifood tinha tanto endereço pra deixar padrão, mas no webapp tinha que  ser o pior possível",0
@camilla_filipi Ate 2020 eu n sabia fazer um ovo frito... rs. Vivia do que o ifood oferecia!,1
@morenadepsico @lauranobrga e no ifood?,1
"E o cartão Alimentação/Refeição da empresa que é do Ifood, e pra melhorar a situação tenho 15% de desconto na Magazine Luíza kkkkk já quero outro celular, abri o aplicativo da magalu apareceu  logo o iphone KKKKKKKKKKKK",1
pedi comida e começou a chover mto forte 😭😭😭 desculpa lucas carvalho do ifood não foi de propósito,1
@0C0RV0 Maior cara de entregador de iFood,1
Pedir ifood/marmita pra minha mãe é mais estressante do que cozinhar mesmo com colica então vamos de cozinhar com colica mesmo,0
"Com cólica, estressada, cansada. Só um pix de lanchinho ou um ifood card de um trouxa agora.",2
@sinbwitch oaksksksksks to caçando algo no ifood pra pedir 🤧🤧,1
"um OTARIO clonou o cartão do meu pai e fez pedido no ifood
Só não contava q eu ia encontrar
Q ódio namoral
Eh a segunda vez já",1
"acabei de comprar um  x tudo por 4,97 obrigado por tudo ifood",2
Esse mês exagerei com compras no iFood 🥲🤡,1
@Biancalpsandes Design de produto no iFood,1
@krozylol1 Ifood tlg,1
"@qputaculta @luvcr_ Menina, meu cartão é esse também, eu não sei usar nem no Ifood só em compra presencial...",1
"Usuários/produtores precisam se reinventar se ajustando ao novo algoritmo 

Isso se repete e vai moendo e triturando tudo e todos. 
Isso é método e é usado por todas empresas como YouTube, Uber, Ifood etc. 

Se tem N pessoas ganhando dinheiro demais, é preciso mudar.",1
Minha terapia hoje está sendo ver o feed do ifood e pensando no lanchão que tô merecendo,2
"mandamos mensagem pro ifood e falaram q vão estornar dps de 40 min de discussão, ela pensou rápido e tirou fotos e gravou vídeos do pedido violado",0
"minha mãe foi scammada no ifood, pagou no débito pelo site, o entregador entregou o pedido violado, ela reclamou e ele disse “veio assim, já foi pago, não tem como devolver, se não quiser comer me dê que eu quero” e ficou rindo, roubou metade dos sanduíches.",0
"@VaiTeMachucar tem lugar que vende no ifood, mas eles vendem como sla ""suco de uva"" e eh um marlboro double mix",0
Pedi um negócio no iFood 17:30 e até agr nada,0
"A pessoa atrás de mim na faculdade que ta vendo o que eu procuro no celular: entra no aiqfome, entra na nubank, entra no ifood",1
IFood Fdp o motoqueiro roubou meu bk,0
"Quando o entregador do Ifood é fofo!🥺
 Mandando comidinha pro neném, te amoo!❤️ @_miizzy https://t.co/qKvTO6QBu9",2
@aiqfome ou @iFood libera o cupom ao da janta,1
Bom Antonio vem pro Brasil aprender o que é salada tá pensando que a Amanda é professora EAD pra ensinar assim? Venha pessoalmente pedir um Ifood aqui e veja com seus próprios olhos,1
"tô com fome, alguém me manda um ifood? 😭",1
"@rodaviva Caros Deputados Estaduais de SP, até quando militantes Socialistas de iPhone, Ifood, que defendem o PSDB e o PT, irão usar nossos Impostos para fazerem política partidária na nossa TV Cultura?
João Dória e o PSDB aparelharam a Fundação Padre Anchieta.
Pela CPMI da TV Cultura já!",1
"A nossa dica é o HAMBÚRGUER ARTESANAL BACON E CHEDDAR R$26,00.

Faça seu pedido através do site https://t.co/e5uCkCA2oX

Se liga na dica: Primeiro pedido no site tem desconto. Aproveite !!!

#hamburguer #hamburguerartesanal #delivery #food #instafood #hamburgueria #ifood https://t.co/Vr9zzFZXVn",1
"ifood é engraçado
superdesconto = 6%",0
@juliaabaptista Vou te mandar pelo ifood,1
Nossa vou pedir uma janta no iFood pq tô com bem preguiça,1
"O iFood chegar… aiai, pizza, que prazer você me dá!",2
"No frio eu vivo de iFood, odeio fazer comida com a casa fechada e ficar cheirando…. Alô iFood me patrocina",2
alguém me dá um ifood,1
"Bateu aquela fome ?
#pedebeirario

HAMBÚRGUER ARTESANAL R$19,00.

Faça seu pedido através do site https://t.co/e5uCkCzuzp

Se liga na dica: Primeiro pedido no site tem desconto. Aproveite !!!

#hamburguer #hamburguerartesanal #delivery #food #instafood #hamburgueria #ifood https://t.co/IIkKrzwb2K",1
muito triste quando vem faltando o melhor item do pedido do ifood…,0
@caioleclerc me manda um ifood,1
e 500 reais no ifood? pq nao tem?,1
@maricasttroo ifood,1
Como que eu vou usar cupom do IFood se os restaurantes colocam TUDO como se fosse oferta!?,0
amo demais o cupom de 12 reais pra conhecer restaurantes do ifood https://t.co/7FIAheU6Jr,2
"RECREIO JA FOI RECREIO MESMO!QUANDO A MILICIA DO ZINHO NÃO ESTAVA AQUI SEQUESTRANDO MORADORES IGUAL VOCÊS ESTÃO FAZENDO

QUANDO NÃO FAZIA IGUAL VOCÊ FEZ AI TH POSTANDO FOTO ATÉ DE TRABALHADOR IMPONDO O PÂNICO 

ATÉ  ENTREGADOR DO IFOOD, VCS POSTANDO FOTO. COMO NAO SE REVOLTA?",1
"@tamusinha Vou tentar de novo. Depois eu fui dar uma olhada no ifood da loja e realmente vieram mais baratos, mas foi pouco desconto. Foi tipo pedir pelo ifood com frete grátis. Vou tentar de padaria na próxima vez",1
“Indo até você.” Bem que o entregador do iFood poderia me trazer o amor da minha vida,1
@feelslikeajoke eu já fico com medo q o ifood ache q tô dando golpe pq como pode de 3 pedidos 2 esquecem a bebida,0
Só queria um delivery de uma coisa que n tem no iFood,0
um dia vou ser rica e comprar tudo que eu quiser no ifood,2
Indicações de iFood pra acompanhar um vinho tinto. Tá frio e quero me confortar com vinho e gordices.,1
@lndm_gabriel 100 reais no ifood,1
ia dormir mas pedi ifood nao sei se foi uma boa ideia,1
Vontade de comer massa com camarão porém tá muito caro no IFood 😭 libera um cupom ai rapaz,0
"Comprei uns mimos no ifood pro meu namorado, ansiosa pra chegar la",1
"@rauquetxt Não, se quiser pode ficar lá e pedir um IFood 🥰🥰🥰",1
"comprei um bolo no ifood por 0,99 centavos",2
mas um dia pegando uma promoção no ifood,2
prefiro tá sendo chamada de mal comida do que de ifood de macho paia 🥰,1
Ifood nunca + deu uma promoção boa😔,2
@therealchamon @videosqvcsentir Quem vai com garupa entregar iFood?,1
Era só um cupom no ifood,1
n consigo pedir ifood 😭😭,0
"Minha barriga e mente pedem Ifood, mas minha carteira na voz do Mick Jagger: 
""YOU CAN'T ALLWAYS GET WHAT YOU WANT""",1
"Aí @iFood quem programou a IA do portal do parceiro foi um babuíno ou um orangotango?

Põe meu MENU inteiro na promoção seu eu pedir mesmo seus cretinos.

Eu não pedi pra patrocinar promoção nenhuma, não vou dar meu dinheiro pra vocês!

Que ódio.",0
o ifood nao ta prestando bem pra comprar cupom vtnc APP LIXO,0
eu precisava estudar mas ta chovendo e o doce que eu pedi no ifood ta chegando e nessas circunstancias eu acho que meu tempo será melhor aproveitado assistindo um filminho 🤒,1
"@torcidatricolor Bike ifood, fznd um extra",1
"As coisas mais absurdas q passam é do ifood amarelo de gay
Eu fico assim ???",1
"Hoje depois que eu almocei quase morri de vontade de comer uma salada de frutas, e pelo amor de Deus nesse Anápolis eu não achei NENHUMA no iFood",0
eu só queria comer um saco de pipoca gourmet mas não existe um lugar no ifood com taxa de entrega por menos de 15 reais e eu ainda não tô maluca,0
O ifood manda mal demais com essa taxa de serviço,0
"O modus operandi do @iFood quando impõe promoções ao menu da sua loja é estilo assediador. Não importa se você pediu ou não, mas a IA vai lá e põe o teu MENU inteiro na promoção. CAGA se você tem um valor mínimo para realizarem pedidos e pau no seu cu parceiro.",2
O que eu faço qdo tô triste? Peço uma comida gostosa no ifood pra me confortar ✨,2
@uaiwill @shitpostverdade e eu esperando meu ifood chegar,1
"Baixei o app food to save que da pra comprar comida excedente de produção com um descontão 
E até agora: putz, bao 
Ontem paguei 25 reais em 6 donuts que no iFood é 13,90 cada 

Hoje foi padaria e veio UM BOLO INTEIRO, pães e duas fatias de um salgado folhado por 22 reais",2
Quero um fondue da cacau show mas preguiça de andar 500m e o iFood não entrega,0
"@torcidatricolor Entregando iFood
Não tá fácil pra ninguém",1
@iFood @RodrigooPNG @sitedomau Serve sanduíche natural por 46 conto? 🤗 https://t.co/OzdMwkokGH,0
@iFood @ousafadenha Hambúrguer,1
"Batemos a meta de 30 sorteios para o evento de hoje, +30 sorteios de pix, iFood é muito mais, clica aí e diz que entrou pelo link do Cortez!
https://t.co/dvE60KWlc9 https://t.co/bTvgjDEkBA",1
"Boladao c o ifood pprt, toca nada pra trabalhador",0
"Quando me perguntam o que é monopólio

Eu respondo K&amp;K Delivery no Ifood de SJC",1
alguém com cupom de desconto ifood???,1
"Me quer nada, se me quisesse já teria mandando um ifood com temaki frito aqui em casa pra demonstrar o quanto me quer🤨",1
"sério q meu pai fez eu pedir duas esfihas pelo ifood, tipo so duas?",1
Tinha tempos que não pedia comida japonesa fui olhar no iFood. Quase caí pra trás,0
"Agradeçam que o ifood n entrega o tabaco que eu gosto…pq eu ia pedir aqui 
Mas não entrega e n quero beber pq bebi ontem e to bebendo desde sexta 
Me roendo inteira aqui pra tentar me controlar, e n tem açúcar em casa",1
@Marixbs a gente precisa urgente marcar um lanche de novo (sem pedir nada no ifood plmds),1
"@legend4ryl0ver @iFood @itsalastor @sitedomau Ou talvez aqui que TODAS padarias tem preços de entrega muito maior do que o pão com ovo e moro em um lugar bem localizado, no centro administrativo da Bahia, um pão com ovo sai sim por mais de 30 reais (valor total) para mim https://t.co/OMOYHArAVZ",0
"Mandei vim o lanche do mc, ifood dx forte 😅😅",2
Era só um cuponzinho de 10 reais no ifood.,1
Troco nudes por ifood 😂😂😂,1
"A cegonha tá entregando mais q iFood esse ano, geral ganhando um boneco.",1
"@artecenics ᅟᅟᅟᅟᅟ

Viver  de  ifood
não me parece
tão              ruim.  

ᅟᅟᅟᅟᅟ",2
"Fiz um pix para o @iFood pedindo um @BurgerKing e o pedido não foi registrado
Agora não consigo o estorno no meu banco nem no @iFood 
Faço oq?",0
VRzada cheio e já estou há uma hora no ifood caçando algo que valha apena comer e não ir treinar 😍,1
"P/ agradar @randolfeap, o ex-presidiário do PT vai voltar com o DPVAT! Você, motoboy do iFood que votou no 9 Dedos ainda faz o L? Paga DPVAT jumento, Randolfinho agradece! #Dia04EuNãoVou 
https://t.co/ITIQzSXxnG",1
o motorista pilotando a moto como se eu fosse entrega de ifood,1
O IFOOD NAO QUER REEMBOLSAR,0
@iFood o que fazer qnd vc chega na farmácia e nn consegue scanner o qrcode pq tem um fila danada?,0
Queria gastar muito no iFood mas como vou pedir em lugar novo não irei,1
"@iFood @sitedomau a primeira opção, obg",1
tudo caro no ifood vsf,0
"O @RappiBrasil não atende o suporte, o @iFood não está aceitando pix e nem pagar com cartão na entrega. Eu só quero comer. Vocês estão deixando uma pobre mulher com fome. https://t.co/5Zs9eHN9QL",0
"E além disso tudo nem eu nem minha família tínhamos um único puto no bolso. Hoje eu posso pelo menos pedir um ifood, ir num restaurante. Antes ir no self service era evento, e ainda tinha que pegar pouco",1
"enjoei da comida da faculdade, vou ter que pedir ifood",1
@Cansadalma Eu fiquei sem comer nesse dia pq esqueci de pedir no Ifood pra ler kkkkkkkkk,1
O espirito obsessor de ifood do fabio se dividiu e ta em mim e no bruno tambem agora,1
infelizmente tive q inteirar o valor do ifood c 1L de vinho tinto,1
"E EU QUE FUI TIPO QUASE ATROPELADA POR UMA BIKE, SEM FONE DE OUVIDO, SEM USAR CELULAR, E ANDANDO NA CALÇADA!!!!! EU TO PUTA. O ifood ali não deve ter me visto, esbarrou em mim pq deu um berro qndo viu q ia cruzar cmg... 🗣️🗣️🗣️🗣️",0
"@haddinhas o ifood tem que ver mas o cafuné tá fácil, cê mora aqui do lado",1
"@taai_tm 🗣:Socorro q a tai cozinhaaaaa!!!

Achei q era só  ifood 🙈",1
Comprar um frango e fazer uma receita saudável ou pedir ifood?,1
@iFood @itsalastor @RodrigooPNG @sitedomau mas e esse aqui que somando com a taxa de entrega dá até um pouquinho mais? https://t.co/Ax8zwflwdB,1
@iFood @ousafadenha Hamburguer,1
"@sccpjx *entro no ifood, vou na parte de lanches, peço um super combo e açaí e mando entregar no teu endereço*",1
"# Repost loja_deliciasdaro
Acesse o link na bio e faça seu pedido no iFood.
Telefone 54 98402-1606 ou link direto no iFood https://t.co/Sddi2LyOs7

CaxiasdoSul https://t.co/RyXFtwhxeN",1
Atravesso um chão de caco de vidro mas não vou sair nessa chuva pra beber uma coquinha kkkkkkk prefiro pagar as facadas de frete do ifood hoje,1
DOIS MINUTOS P IFOOD FECHAR E CHEGA PEDIDO,1
"Ifood com desconto de quase 30,00 na CDD ... delíiiiiciaa 😜🤣🤤🍔",2
queria que um dos efeitos colaterais da sertralina em mim fosse a falta de apetite pq foi so o vr cair que eu ja gastei 70 conto no ifood 💀,1
"to muito sensível hoje, quase chorei pq o ifood nao entregou meu almoço 😭",0
"Isso aqui é UMA unidade de batata inglesa, que vem muito mais no saco e provavelmente CS pede em Ifood ou compra no mercado a Lays. E é por essas e outras que 4 mil conto não dá https://t.co/A6ZINgGwTA",1
nossa q depressao fiz um carrinho enorme no ifood com tudo q eu queria com o filtro de vr e na hora de pagar NÃO PASSAVA VR,0
Eu tendo um dia horrível e o Caio me manda docinho pelo iFood 🥺 impossivel não amar esse home,1
cade os amigo pra mi mandarem um ifood so pq eu sou um amigo legal,1
@iFood @Paolla_abdalla @RodrigooPNG @sitedomau e é um pão de forma q ta na imagem?,1
"qual foi ifood não vai aceitar nenhum pedido meu hj não ,palhaçada",0
"hoje comprei um almoço por 6 REAIS NO IFOOD, nunca fui tão feliz pq foi barato e ela tava gostosinha demais",2
"amo pedir comida por 0,99 centavos no ifood👏👏",2
em situação de pedindo seda pelo ifood,1
@pirikhat SIM KKKKKK aquele clássico “não sou ifood pro cara me chamar de última hr pra ir pra casa dele” as vezes só o que a mulher quer é ser um ifood e tá tudo bem🙏🏻🙏🏻🙏🏻,1
@arktischerpilot um ifood e um cafune pfv,1
@ErickDiazSp @rickvilela0 @MotoristaMath Achei fraco a cena tem k parecer real os filmes estao ficando sem graça tem k criar filmes estilo ifood k foi top mas tenta ser um pouco mais real em outros filmes k for criar pq esta muito robótico sem graça já muda ou vai perder muito fãs,1
lembrando do dia q meu amg do nada me mandou um ifood de um COMBO af nem nos falamos mais mas sou super grata,1
todo dia eu penso hm i si eu pedi um docinho uma comidinha ein ein puta q me pariu viu o ifood eh o mal do mundo,1
No iFood tá é tirando um sanduichinh de nada 26 reais,0
"@1lxcas @APalpites 88 reais c gasta num Ifood em um dia, 1600 conto já muda a conversa, e fora q vc investiu so 8 reais, então deixa",1
@caradesapatojr @draameirelles @brenwinx entra no ifood e manda uma salada de verdade pra ela!,1
hj a gente presenciou um acidente de carro/moto entre um senhor racista e um motoboy do ifood. o cara perdeu toda a noção e foi pra cima do menino. eu xinguei um idoso. a polícia apareceu. eu descobri que esse idoso já foi meu quiroprata. mogi é uma sitcom,1
10 reais uma pamonha no ifood 4 no centro,0
"@vinimzo Ontem fui pedir uma comida no ifood. O prato era 19,99, mas eles só faziam entrega a partir de 20 reais.",0
@eucarlafranco @SubwayBrasil @iFood Que lixo @iFood @SubwayBrasil,0
Engarrafamento de ifood na casa de @_moniquemarins. Pediram um monte de ifood pra casa ee Monique sem ela pedir. Tô rindo muito. Kkkkkkkkkk,1
"Gente hoje o iFood tá liberado, o que será que eu devo pedir? Me deem sugestões https://t.co/2isc2p9by9",2
o ifood da ste eh hoshi is approaching with your lanche da tarde,1
@iFood @finibrasil A todo vapoooorrr! https://t.co/xn8nPiP9L1,1
"Acho bonito esse povo romantizando viver em motorhome: ""vida simples""
Vida simples pelos perrengues mas p viver assim tem q ter grana. 
Quem n é herdeiro ou mexe c tecnologia faz oq p juntar grana?
Prostitui? 
Cada parada motorcabaré, sexo delivery. Ifood huaahauahaha",1
@frxngtt Ai miga e o moço do carro do churros que tá no IFood agora 😩 kkk,2
"Dia desanimador , ifood não toca nada",0
mano o motorista do ifood tá vindo voado e atravessando todos os sinais vermelhos pq a loja era relativamente longe e ele tá quase chegando,2
20 reais um açaí no ifood tomara que eu morra,0
Eu vou no shopping e abro o ifood para fazer o pedido na praça de alimentação e retirar no local para me poupar esforço de aparecer no restaurante 2x,2
vou ficar presa no trabalho até 21h e meu horário é até as 18h mds alguem paga um ifood pra mim,1
"@thalys_eu @iFood @proconspoficial Oi, Thalys.
Formaliza a sua denúncia pelo nosso app VIVA PROCON ou site https://t.co/AOVwlKm7LB, vamos notificar e cobrar esclarecimentos. Ah, não esqueça de anexar todos os prints e o seu documento.",0
Quase pedindo um acarajé no ifood,1
mandaram vim mais de 10 iFood aqui pra casa que loucura é essa😂,2
@iFood nada melhor do que vocês responderem os clientes,2
"@iFood tentando falar com vocês a dois dias e nada, péssimo atendimento.",0
comprei um lanche no ifood por 1real🤣,2
"Se voces me ajudarem eu mando um docinho pelo ifood. 
https://t.co/KXoqRHHC5y",1
ontem tava com uma larica enlouquecedora de doce quase arranquei os cabelo fora por nao ter 1 unidade de docinho pra comer de noite ai hoje acordei ainda fissurada em doce tive que pedir ifood dai agora percebi que desceu pra mim e tudo finalmente faz sentido,1
"@bebbelita @iFood Obrigada pelos dados, em breve entraremos em contato.",1
"VEJA ESSE POST ANTES DE ABRIR O IFOOD

https://t.co/ardFejbMKa…
 
#BBB23 #RedeBBB #RBD #CasamentoAsCegas #TerraEPaixão #Beyonce #Body #ViniJr #MarthaStewart #Dieta #TStheErasTour   #IFood #MetGala  #TinaTurner #TaylorSwift    #GustavoBenedetti #KeyAlves #GusKey #AGrandeConquista",1
ifood podia ser igual a shopee: poder dar feedback com foto kkkkkkkkk ai a gnt nunca mais ia comprar comida sem saber se é aquilo msm,0
"@rickofera @delaurentiis_br Ué , e se não fosse o Andreas iFood ? 🤔",1
"maldito ifood que não vende mais o pacote de 28 cupons por mês, só um meia boca com um preço nada acessível, espero que se lasquem",0
@iFood @ousafadenha hambúrguer,1
Precisando de alguém +18 pra fazer um cadastro no ifood pra mim🥲,1
desinstalando o ifood pois amanhã vou fazer feira,0
"incrível, estava atoa pedi um ifood 
qndo se tem dinheiro é outra coisa né ccrtz, resolveria metade dos meus problemas se eu fosse rica",2
"@Arekkusw @vtstuk @vitcro Com 4K morando só, dá tranquilo. Não vai ostentar e nem morar no Poço da Panela, mas vai viver bem no Barro ou em Tejipió. Trânsito de Recife é infernal pra todo mundo. Só não vai ter Uber e iFood todo dia, basicamente.",1
Que saudades das panquecas que eu pedia no Ifood em passo fundo,2
Pq q n tem supermercado no Ifood hein,0
"@iFood @ousafadenha Hambúrguer, com certeza",1
porra ifood.. ce podia me dar maisnum lanxhe de 1 real ne ? ... so mais umm ... um zinho sorr..,1
@iFood Pizza sem dúvidas 😋,2
